ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_DELITO,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,LEY,MUNICIPIO,HABITANTES,PREDOMINANCIA,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,QUIBDO,116322,URBANO,Colombia,FEMENINO,2
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,QUIBDO,116322,URBANO,,MASCULINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,CERETÉ,94935,RURAL,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,CIÉNAGA,105807,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,FUNDACIÓN,57677,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,SANTA MARTA,524031,RURAL,Colombia,FEMENINO,2
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,SANTA MARTA,524031,URBANO,Colombia,FEMENINO,2
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,PUERTO GAITÁN,19113,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,VILLAVICENCIO,538527,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,LEJANÍAS,9229,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,VILLAVICENCIO,538527,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,TUMACO,221469,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,NO,Ley 906,ARMENIA,3765,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,ARMENIA,3765,URBANO,Colombia,MASCULINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,FRESNO,29663,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,BUENAVENTURA,440995,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,LA UNIÓN,19588,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,JAMUNDÍ,132540,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,BUENAVENTURA,440995,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,LA UNIÓN,19588,URBANO,Colombia,MASCULINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,PALMIRA,314418,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,2
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,2
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,PALMIRA,314418,URBANO,Colombia,MASCULINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Chocó,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,TADÓ,19233,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,CARTAGENA,1057767,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,YOPAL,155882,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,POPAYÁN,288636,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,POPAYÁN,288636,URBANO,Colombia,MASCULINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SUESCA,19113,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SANTA MARTA,524031,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SANTA MARTA,524031,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,VILLAVICENCIO,538527,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,CALI,2496346,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Risaralda,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PEREIRA,481129,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Magdalena,ACTIVO,JUICIO,FEMINICIDIO,INFANCIA 6 - 11,SI,NO,SI,Ley 906,SANTA MARTA,524031,URBANO,Colombia,MASCULINO,1
2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Magdalena,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SANTA MARTA,524031,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,APARTADÓ,206885,URBANO,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,ITUANGO,19222,URBANO,Colombia,FEMENINO,3
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,POPAYÁN,288636,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,POPAYÁN,288636,URBANO,Colombia,MASCULINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,TOPAIPÍ,4462,RURAL,Colombia,FEMENINO,2
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,FUSAGASUGÁ,147631,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,Ley 906,TOPAIPÍ,4462,URBANO,Colombia,MASCULINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,VILLAVICENCIO,538527,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,CÚCUTA,680765,URBANO,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,CÚCUTA,680765,URBANO,Colombia,MASCULINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CÚCUTA,680765,URBANO,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CÚCUTA,680765,URBANO,Colombia,MASCULINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,CÚCUTA,680765,URBANO,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CÚCUTA,680765,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,2
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,FLORIDA,59207,URBANO,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,JAMUNDÍ,132540,RURAL,Colombia,FEMENINO,1
2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,INFANCIA 6 - 11,SI,SI,SI,Ley 906,CALI,2496346,RURAL,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,MASCULINO,1
2016,2022,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,QUIBDO,116322,URBANO,Colombia,FEMENINO,2
2017,2017,2015,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,TIERRALTA,112206,URBANO,Colombia,FEMENINO,1
2017,2017,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2017,2017,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,POPAYÁN,288636,RURAL,Colombia,FEMENINO,1
2017,2017,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,POPAYÁN,288636,RURAL,Colombia,MASCULINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,MEDELLÍN,2569007,RURAL,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,NO,Ley 906,MEDELLÍN,2569007,RURAL,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,JERICÓ,11679,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,JERICÓ,11679,URBANO,Colombia,MASCULINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,LA ESTRELLA,67254,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,TURBO,181377,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,NO,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,LIBORINA,9601,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTO MAYOR DE 60,SI,SI,SI,Ley 906,SABANETA,55230,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CAMPO DE LA CRUZ,14659,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,NO,Ley 906,JUAN DE ACOSTA,17925,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,2
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,3
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,2
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,2
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,2
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,CARTAGENA,1057767,URBANO,Colombia,FEMENINO,2
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTO MAYOR DE 60,SI,NO,NO,Ley 906,CARTAGENA,1057767,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CARTAGENA,1057767,RURAL,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,CARTAGENA,1057767,URBANO,Venezuela,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,SAN PABLO,37160,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,ARJONA,79472,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 1098,SOGAMOSO,110885,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 1098,SOGAMOSO,110885,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,TUNJA,206791,URBANO,Colombia,FEMENINO,1
2017,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,AGUAZUL,44381,URBANO,Colombia,FEMENINO,1
