ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_DELITO,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,LEY,MUNICIPIO,HABITANTES,PREDOMINANCIA,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Magdalena,ACTIVO,JUICIO,FEMINICIDIO,INFANCIA 6 - 11,SI,SI,SI,Ley 906,SANTA MARTA,524031,URBANO,Venezuela,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Magdalena,ACTIVO,JUICIO,FEMINICIDIO,INFANCIA 6 - 11,SI,SI,SI,Ley 906,SANTA MARTA,524031,URBANO,Venezuela,MASCULINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Meta,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,PUERTO CONCORDIA,23708,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Nariño,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,TUMACO,221469,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Tolima,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,ESPINAL,75692,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,RIONEGRO,130108,URBANO,,,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Caldas,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,LA DORADA,78949,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Cundinamarca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,PASCA,12669,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Meta,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,MESETAS,11589,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Nariño,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,BARBACOAS,42193,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Sucre,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,MAJAGUAL,34205,URBANO,Venezuela,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Tolima,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ESPINAL,75692,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Bolívar,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CARTAGENA,1057767,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Cauca,ACTIVO,JUICIO,FEMINICIDIO,PRE-ADOLESCENTE 12 - 13,SI,NO,SI,Ley 906,BUENOS AIRES,35197,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Cesar,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,TAMALAMEQUE,13651,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Huila,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,ACEVEDO,36649,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,La Guajira,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,FONSECA,35611,URBANO,,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Magdalena,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,SANTA MARTA,524031,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Tolima,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CARMEN DE APICALÁ,9000,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Valle del Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CALI,2496346,URBANO,Colombia,MASCULINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,ANGOSTURA,10832,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Magdalena,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,GUAMAL,28541,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B,Cundinamarca,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,SOACHA,567546,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B,Cundinamarca,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,NO,NO,SI,Ley 906,SOACHA,567546,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,SALGAR,17249,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,CUBARÁ,6743,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,MANIZALES,402646,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,FUNDACIÓN,57677,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P.,Nariño,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,BARBACOAS,42193,URBANO,,,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,FLORIDABLANCA,267936,RURAL,,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,SABANA DE TORRES,17772,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Cundinamarca,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,EL COLEGIO,22335,URBANO,,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,SABANETA,55230,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SABANETA,55230,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,BARRANQUILLA,1239804,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,MONTECRISTO,23853,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,LA PAZ,23065,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,VALLEDUPAR,503444,URBANO,Venezuela,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,SOACHA,567546,RURAL,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,SEVILLA,43738,RURAL,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,DOSQUEBRADAS,208646,URBANO,Colombia,FEMENINO,1
2022,2022,2022,NO,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,TARAZÁ,48926,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,OLAYA,3411,RURAL,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,ANDES,47747,RURAL,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,COPACABANA,74408,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,ITAGUI,282815,RURAL,Colombia,MASCULINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALDAS,82234,URBANO,Colombia,FEMENINO,2
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,GIRARDOTA,60611,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ITAGUI,282815,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ITAGUI,282815,URBANO,Colombia,MASCULINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,2
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BELLO,500098,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,ITAGUI,282815,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,2
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SANTAFÉ DE ANTIOQUIA,25395,URBANO,Colombia,MASCULINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,3
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,RETIRO,20080,RURAL,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,PEÑOL,15629,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,RIONEGRO,130108,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,MEDELLÍN,2569007,RURAL,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Arauca,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,TAME,55028,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Arauca,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,TAME,55028,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BARRANQUILLA,1239804,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SOLEDAD,700970,URBANO,Venezuela,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,SOLEDAD,700970,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,BARRANQUILLA,1239804,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,MALAMBO,131083,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BARRANQUILLA,1239804,URBANO,Colombia,FEMENINO,4
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PALMAR DE VARELA,26021,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BARRANQUILLA,1239804,RURAL,Colombia,FEMENINO,2
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BARRANQUILLA,1239804,URBANO,Venezuela,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SOLEDAD,700970,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,BARRANQUILLA,1239804,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,BARRANQUILLA,1239804,URBANO,Venezuela,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,TERMINACIÓN ANTICIPADA,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SOLEDAD,700970,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,4
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Venezuela,MASCULINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,4
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,3
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,MASCULINO,2
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,4
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,14
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Venezuela,MASCULINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,3
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,2
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,2
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTO MAYOR DE 60,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTO MAYOR DE 60,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,1
2022,2022,2022,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,INFANCIA 6 - 11,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
